Gene,Control Linear Regression Slope,Control Linear Regression R2,siUPF1 Linear Regression Slope,siUPF1 Linear Regression R2,Control Log Regression Slope,Control Log Regression R2,siUPF1 Log Regression Slope,siUPF1 Log Regression R2,Category
SUZ12,-0.00168216,0.948443336,-0.002627744,0.956746502,-0.002903223,0.955579472,-0.005181955,0.918383588,siUPF1-Destab
SWSAP1,-0.00186198,0.821602495,-0.00281974,0.782322151,-0.003390526,0.797466057,-0.005968587,0.831555838,siUPF1-Destab
SYDE2,-0.001750773,0.780276544,-0.003353865,0.919291735,-0.002973602,0.787395404,-0.007227197,0.898446526,siUPF1-Destab
SYNDIG1,-0.003042559,0.791487239,-0.00300371,0.796184303,-0.005930324,0.822426343,-0.006525622,0.892025074,siUPF1-Destab
SYNJ1,-0.003881634,0.955816137,-0.004709988,0.963792779,-0.010103724,0.984747744,-0.014644082,0.951870672,siUPF1-Destab
SYNJ2BP,-0.001518691,0.948403513,-0.002919934,0.960691513,-0.002525706,0.944049596,-0.005932765,0.924389038,siUPF1-Destab
SYNPO2,-0.002942823,0.916438127,-0.003304992,0.753175108,-0.006103334,0.937107505,-0.007777085,0.860052898,siUPF1-Destab
SYNRG,-0.001442169,0.862115688,-0.002598744,0.933903057,-0.002415776,0.846288604,-0.004945493,0.93349862,siUPF1-Destab
SYT1,-0.002050362,0.83581024,-0.002264137,0.889943975,-0.003572468,0.843256153,-0.004091715,0.887904467,siUPF1-Destab
SYT4,-0.002880268,0.837913362,-0.00400426,0.898521024,-0.006030098,0.871545767,-0.010992646,0.961173566,siUPF1-Destab
TACC2,-0.001544869,0.903091696,-0.002113792,0.821082476,-0.002604586,0.907153529,-0.003741564,0.842795281,siUPF1-Destab
TADA1,-0.00421309,0.986074025,-0.004572998,0.99397867,-0.011113843,0.959220944,-0.013557891,0.960728882,siUPF1-Destab
TAF1B,-0.001556134,0.930881826,-0.0023223,0.844246902,-0.002588654,0.927192686,-0.004257262,0.83351568,siUPF1-Destab
TAF3,-0.002929743,0.958527498,-0.003376339,0.967339007,-0.005998404,0.966903872,-0.007519537,0.959144597,siUPF1-Destab
TAF4,-0.002316583,0.855510832,-0.003016391,0.91906606,-0.00437545,0.849053403,-0.006118449,0.919337788,siUPF1-Destab
TAF5,-0.002356413,0.90824337,-0.003349156,0.981184476,-0.004317984,0.909475429,-0.007335436,0.955219834,siUPF1-Destab
TAF5L,-0.001002767,0.848855534,-0.002173978,0.915334988,-0.001577198,0.860482547,-0.003908778,0.905989672,siUPF1-Destab
TAF8,-0.001905313,0.794815795,-0.003103225,0.980087156,-0.003443551,0.802326758,-0.006611044,0.989335732,siUPF1-Destab
TANC1,-0.0033093,0.771690884,-0.004073033,0.959440561,-0.006648044,0.810242906,-0.010149832,0.935368327,siUPF1-Destab
TANC2,-0.004093336,0.971172536,-0.004398998,0.968463308,-0.010786432,0.975212076,-0.012100381,0.927789528,siUPF1-Destab
TAOK1,-0.00390151,0.910826811,-0.004370679,0.92061944,-0.009096798,0.904683204,-0.011410555,0.901970071,siUPF1-Destab
TAOK3,-0.002493455,0.917559863,-0.003037949,0.863886369,-0.004670382,0.917015753,-0.006229266,0.838336771,siUPF1-Destab
TAPT1,-0.003038781,0.828394121,-0.003530526,0.948755938,-0.006620971,0.910107787,-0.008441448,0.990943603,siUPF1-Destab
TBC1D14,-0.001544286,0.804032378,-0.001927962,0.837341997,-0.002527954,0.8174432,-0.003332692,0.83036094,siUPF1-Destab
TBC1D30,-0.004414339,0.921844208,-0.004931456,0.977156275,-0.012542458,0.944652396,-0.018555944,0.972052296,siUPF1-Destab
TBC1D31,-0.001717272,0.935204421,-0.003012856,0.979669328,-0.002934248,0.919513536,-0.006304885,0.982002344,siUPF1-Destab
TBC1D9,-0.002440322,0.930893776,-0.00299924,0.852158567,-0.004762485,0.907417587,-0.006458018,0.904699273,siUPF1-Destab
TBCCD1,-0.001444863,0.926500348,-0.003023399,0.938942325,-0.00237551,0.927938028,-0.006168309,0.938037173,siUPF1-Destab
TBCEL,-0.001530145,0.698855815,-0.002890176,0.954121026,-0.002629745,0.719486763,-0.005995854,0.979336984,siUPF1-Destab
TBK1,-0.003251022,0.865983936,-0.004162513,0.91598372,-0.006681874,0.867494845,-0.010363137,0.890779534,siUPF1-Destab
TBL1XR1,-0.001610379,0.974633501,-0.002228026,0.852943094,-0.002726541,0.974919422,-0.004045354,0.828578672,siUPF1-Destab
TBP,-0.001430443,0.927772605,-0.001809647,0.968320822,-0.002380566,0.907847796,-0.003113404,0.959128132,siUPF1-Destab
TCEAL1,-0.003286016,0.916765664,-0.003628319,0.950238464,-0.007216749,0.939427318,-0.00875399,0.91344755,siUPF1-Destab
TCF20,-0.002246657,0.960731372,-0.002895977,0.949167478,-0.004081922,0.951714835,-0.005804819,0.93378353,siUPF1-Destab
TCF4,-0.002211079,0.99525231,-0.003041307,0.951032057,-0.004073771,0.997263579,-0.006339041,0.914393285,siUPF1-Destab
TDRD3,-0.001765522,0.821151808,-0.002804977,0.919634675,-0.003022249,0.816174181,-0.005564667,0.93202396,siUPF1-Destab
TEC,-0.004411358,0.900478588,-0.004637883,0.884400711,-0.014319584,0.979710534,-0.017237527,0.93520559,siUPF1-Destab
TECPR2,-0.001669537,0.8471859,-0.002399818,0.809961118,-0.002821449,0.863335099,-0.004396074,0.837340815,siUPF1-Destab
TEF,-0.004028415,0.965679613,-0.004520636,0.984854868,-0.010573141,0.955280047,-0.014146649,0.992249334,siUPF1-Destab
TEFM,-0.003417316,0.967680174,-0.004112265,0.985558665,-0.007497194,0.951176721,-0.011020288,0.929053371,siUPF1-Destab
TENM2,-0.002174458,0.796661863,-0.003376626,0.866489699,-0.004031343,0.758132994,-0.007833895,0.951908547,siUPF1-Destab
TERF2,-0.002182935,0.878283883,-0.002615745,0.962237024,-0.003939245,0.858169743,-0.005025079,0.941308241,siUPF1-Destab
TERF2IP,-0.003753033,0.980207869,-0.003996682,0.936260687,-0.009284625,0.981121117,-0.010969789,0.975374521,siUPF1-Destab
TET1,-0.002325471,0.989499109,-0.003421491,0.965976568,-0.004315606,0.982779892,-0.007561138,0.941387367,siUPF1-Destab
TET2,-0.003668158,0.839006532,-0.004247694,0.860288083,-0.009263854,0.865765905,-0.01297001,0.96592557,siUPF1-Destab
TET3,-0.003789098,0.954209192,-0.004069263,0.950753465,-0.009475927,0.979364918,-0.010875934,0.960738782,siUPF1-Destab
TEX19,-0.004791204,0.954456707,-0.005170768,0.983851334,-0.015275809,0.936750607,-0.023410079,0.957400509,siUPF1-Destab
TEX2,-0.000748593,0.78631213,-0.002272108,0.93573553,-0.001149776,0.792941601,-0.004152204,0.926542094,siUPF1-Destab
TFAP2C,-0.004526191,0.994394364,-0.004964577,0.899920341,-0.013789002,0.976339334,-0.015506042,0.902389047,siUPF1-Destab
TFB2M,-0.001179395,0.928438319,-0.002753248,0.932974609,-0.001900191,0.933787814,-0.005360825,0.929759441,siUPF1-Destab
TFIP11,-0.004284007,0.975043706,-0.004590467,0.989005847,-0.011365776,0.94829556,-0.013661271,0.950961782,siUPF1-Destab
TGFBRAP1,-0.001536481,0.907780043,-0.002486996,0.919458632,-0.002556275,0.899785666,-0.004636132,0.911128283,siUPF1-Destab
TGIF2,-0.002445531,0.948000539,-0.002707931,0.976482977,-0.00468869,0.92339167,-0.005303988,0.969489672,siUPF1-Destab
TGS1,-0.002451307,0.969847815,-0.003577901,0.967279496,-0.004603116,0.960708905,-0.008047638,0.942794872,siUPF1-Destab
THAP1,-0.002139804,0.897218689,-0.003421857,0.989496585,-0.003938475,0.928545493,-0.007687404,0.974672991,siUPF1-Destab
THAP10,-0.003147527,0.955600582,-0.004156,0.987101417,-0.006688249,0.966463057,-0.010893895,0.966585509,siUPF1-Destab
THAP11,-0.001361092,0.939565901,-0.001526075,0.912774956,-0.002230831,0.935567505,-0.002542077,0.901136892,siUPF1-Destab
THAP2,-0.004342364,0.976035752,-0.004443148,0.883770941,-0.012182233,0.969529873,-0.014982286,0.959552046,siUPF1-Destab
THAP5,-0.003833797,0.948305048,-0.004180484,0.942571555,-0.009870927,0.992372143,-0.012248617,0.947042754,siUPF1-Destab
THAP6,-0.003319762,0.733795972,-0.003939178,0.863204843,-0.007859723,0.809677773,-0.010869908,0.952734004,siUPF1-Destab
THAP9,-0.002470803,0.962586,-0.003593154,0.99114096,-0.004658655,0.946932312,-0.008419317,0.963683845,siUPF1-Destab
THBS1,-0.002429533,0.812650139,-0.002839921,0.87252632,-0.004468479,0.808169314,-0.005489294,0.88259564,siUPF1-Destab
THNSL1,-0.00246706,0.910502271,-0.003605872,0.977171414,-0.004647401,0.895872505,-0.008549756,0.948087309,siUPF1-Destab
THRIL,-0.001771595,0.682861403,-0.003131952,0.94436214,-0.003098993,0.739573125,-0.006878122,0.984654563,siUPF1-Destab
TIAM2,-0.003577492,0.632714693,-0.003832866,0.98718598,-0.007310243,0.741667335,-0.00931228,0.972496913,siUPF1-Destab
TICRR,-0.003276208,0.982149967,-0.00353364,0.975100314,-0.007144159,0.965795017,-0.008081528,0.973447171,siUPF1-Destab
TIGAR,-0.002043906,0.89570531,-0.003419355,0.982484805,-0.003600071,0.900245192,-0.007527931,0.961978951,siUPF1-Destab
TIGD6,-0.003815297,0.911909837,-0.003986331,0.763117016,-0.010083885,0.929122641,-0.01147001,0.886454662,siUPF1-Destab
TIGD7,-0.004025669,0.978009068,-0.00450725,0.981791835,-0.01050981,0.966075595,-0.013135059,0.961763576,siUPF1-Destab
TIPARP,-0.004245371,0.699120402,-0.004410724,0.671544304,-0.014262964,0.841077789,-0.016373806,0.825052522,siUPF1-Destab
TLK1,-0.002737879,0.977540248,-0.003483489,0.953944455,-0.005359799,0.964113818,-0.007774639,0.925518343,siUPF1-Destab
TLK2,-0.002169283,0.973725665,-0.002550918,0.974362287,-0.003988061,0.96193908,-0.004851817,0.96205213,siUPF1-Destab
TMCC1,-0.003016642,0.961708847,-0.003605236,0.989042136,-0.00632182,0.976648998,-0.008550866,0.995688533,siUPF1-Destab
TMEM108,-0.003263983,0.857835138,-0.003563917,0.973837873,-0.007379562,0.826483486,-0.00822183,0.974849097,siUPF1-Destab
TMEM132D,-0.002830794,0.906423845,-0.003333396,0.945644732,-0.0055804,0.908853507,-0.007105365,0.929296895,siUPF1-Destab
TMEM136,-0.002575278,0.953005933,-0.002818525,0.960660414,-0.004979218,0.953671076,-0.005804788,0.959005296,siUPF1-Destab
TMEM140,-0.001234194,0.79095253,-0.001748945,0.872945869,-0.001998921,0.802554047,-0.00300455,0.901376102,siUPF1-Destab
TMEM161B,-0.002624568,0.993629544,-0.003366809,0.979825186,-0.005142361,0.993005015,-0.007537403,0.978799228,siUPF1-Destab
TMEM168,-0.001756004,0.85615188,-0.002988584,0.96331691,-0.0029856,0.867314463,-0.006279395,0.926090143,siUPF1-Destab
TMEM170A,-0.000665456,0.907050774,-0.001296888,0.988926203,-0.001017316,0.91042468,-0.002114186,0.982928221,siUPF1-Destab
TMEM185B,-0.00221736,0.974818501,-0.002658838,0.983357629,-0.004060535,0.972964502,-0.00517466,0.972754867,siUPF1-Destab
TMEM199,-0.001027339,0.795210495,-0.001302089,0.90284981,-0.001643421,0.815540434,-0.002138866,0.87922969,siUPF1-Destab
TMEM246,-0.001805312,0.772836475,-0.002588182,0.974364627,-0.003117877,0.755151411,-0.004939805,0.960889554,siUPF1-Destab
TMEM263,-0.002989139,0.859362216,-0.003757016,0.919691871,-0.005954968,0.869354104,-0.008539069,0.910791922,siUPF1-Destab
TMEM37,-0.001647231,0.830099501,-0.002272634,0.997085103,-0.00275354,0.843162169,-0.004226808,0.998704169,siUPF1-Destab
TMEM39A,-0.001248968,0.843231923,-0.001955386,0.977501976,-0.002037823,0.847960056,-0.0034351,0.969024236,siUPF1-Destab
TMEM5,-0.002219225,0.807041226,-0.003010429,0.947886229,-0.003958589,0.840471573,-0.006105719,0.936482193,siUPF1-Destab
TMEM56,-0.001167467,0.90096477,-0.002718673,0.963981094,-0.001880967,0.904751877,-0.005461007,0.981596217,siUPF1-Destab
TMEM60,-0.003290991,0.880979203,-0.003438342,0.968629264,-0.006832077,0.875047743,-0.007530455,0.950678255,siUPF1-Destab
TMEM70,-0.001400181,0.950484507,-0.001558575,0.823000352,-0.002315912,0.955311586,-0.002577004,0.830773871,siUPF1-Destab
TMEM74,-0.004009089,0.945534296,-0.004647693,0.898008169,-0.010983649,0.946705064,-0.016086733,0.975689838,siUPF1-Destab
TMEM86A,-0.003557796,0.787973486,-0.00371173,0.903742352,-0.008060563,0.847233768,-0.009756973,0.844341446,siUPF1-Destab
TMF1,-0.002588634,0.853098531,-0.004295689,0.965322218,-0.004846013,0.861150228,-0.011629358,0.907417065,siUPF1-Destab
TMOD2,-0.001789901,0.765259358,-0.002580424,0.869918645,-0.00312071,0.765903515,-0.004878245,0.882091788,siUPF1-Destab
TMPO-AS1,-0.001538776,0.857177819,-0.003236811,0.996596999,-0.00262648,0.845553279,-0.007044258,0.988604859,siUPF1-Destab
TMTC2,-0.002966954,0.834676397,-0.003615917,0.88709206,-0.006036509,0.879652248,-0.008914726,0.894122813,siUPF1-Destab
TNFAIP8,-0.003345988,0.847708504,-0.004172297,0.957473088,-0.006931569,0.86793509,-0.010948688,0.902914782,siUPF1-Destab
TNFRSF10D,-0.002774928,0.899757176,-0.003455795,0.889129591,-0.00581117,0.851447267,-0.008282117,0.959055012,siUPF1-Destab
TNFRSF11A,-0.002168618,0.806743124,-0.003326285,0.989073828,-0.003800107,0.827592756,-0.007299604,0.976457745,siUPF1-Destab
TNFSF11,-0.00404472,0.954665196,-0.004572153,0.909500502,-0.010909043,0.980991278,-0.015752258,0.968214911,siUPF1-Destab
TNKS1BP1,-0.000757995,0.874970179,-0.001023908,0.829974727,-0.001161734,0.877444925,-0.001597792,0.835127116,siUPF1-Destab
TNKS2,-0.001197043,0.861599617,-0.001505279,0.825345126,-0.001922869,0.855683935,-0.002484782,0.816505536,siUPF1-Destab
TNRC6A,-0.001855439,0.978321995,-0.002665994,0.94331518,-0.00327532,0.98951968,-0.005348123,0.903567885,siUPF1-Destab
TNRC6B,-0.003346314,0.953264076,-0.003956225,0.966933329,-0.007649846,0.989760267,-0.0104145,0.987837231,siUPF1-Destab
TNRC6C,-0.003806198,0.896520767,-0.004105317,0.867793796,-0.009683548,0.908240875,-0.011648401,0.960914276,siUPF1-Destab
TOB1,-0.00381916,0.889152232,-0.004382211,0.842639655,-0.010093719,0.942913651,-0.014569007,0.970641803,siUPF1-Destab
TOMM70A,-0.000622296,0.760758778,-0.001376411,0.932269457,-0.000947758,0.758511413,-0.002241959,0.928142762,siUPF1-Destab
TOPBP1,-0.001024111,0.768554368,-0.002131019,0.860720898,-0.001632756,0.748990582,-0.00376084,0.859622601,siUPF1-Destab
TOPORS,-0.004281735,0.99010131,-0.004634623,0.999431558,-0.011611015,0.964167247,-0.01452787,0.974476572,siUPF1-Destab
TOR1AIP2,-0.00299879,0.977579955,-0.003265388,0.960623025,-0.006161038,0.968793419,-0.007086344,0.913085495,siUPF1-Destab
TOX,-0.003686069,0.982423667,-0.004139022,0.989316749,-0.008731382,0.97470976,-0.011230122,0.990952422,siUPF1-Destab
TP53BP2,-0.002571652,0.988248565,-0.003043747,0.974225897,-0.004928351,0.975357321,-0.006272648,0.949228777,siUPF1-Destab
TP53INP1,-0.003393149,0.754051088,-0.003866955,0.881816929,-0.006887005,0.803821167,-0.008910962,0.87066003,siUPF1-Destab
TRAF3IP1,-0.00018022,0.86378594,-0.001928564,0.926200136,-0.000262027,0.864547346,-0.003408309,0.902211189,siUPF1-Destab
TRAF6,-0.004367805,0.996743679,-0.004644765,0.995288678,-0.012481526,0.98003237,-0.014899609,0.977669288,siUPF1-Destab
TRAPPC10,-0.000507083,0.894620374,-0.001352214,0.876136864,-0.000759404,0.898188034,-0.002193078,0.873608844,siUPF1-Destab
TRAPPC2B,-0.002289592,0.838220716,-0.002619723,0.96169096,-0.004176405,0.821426432,-0.005126164,0.976524372,siUPF1-Destab
TRERF1,-0.002757124,0.861736134,-0.003368265,0.86063044,-0.005715327,0.855393468,-0.007602795,0.936516683,siUPF1-Destab
TRHDE-AS1,-0.002334613,0.709418475,-0.002562075,0.863280254,-0.004403475,0.746734428,-0.005105549,0.909852662,siUPF1-Destab
TRIB1,-0.004711534,0.865753117,-0.004753088,0.793622504,-0.018546263,0.984411501,-0.020847563,0.975247656,siUPF1-Destab
TRIB2,-0.001617792,0.984713309,-0.001872188,0.942812762,-0.00274609,0.975893823,-0.003260499,0.922912617,siUPF1-Destab
TRIM11,-0.002961863,0.912627896,-0.003247213,0.929596566,-0.006352237,0.89793265,-0.007322948,0.968795774,siUPF1-Destab
TRIM2,-0.000798026,0.900116057,-0.002011174,0.967552162,-0.001240421,0.894153712,-0.003629468,0.977869142,siUPF1-Destab
TRIM21,-0.003386668,0.8735516,-0.004167335,0.942845699,-0.007107909,0.88282976,-0.010493547,0.916841054,siUPF1-Destab
TRIM24,-0.003018683,0.915155966,-0.00345436,0.881843843,-0.006049899,0.911110573,-0.007330843,0.883380235,siUPF1-Destab
TRIM32,-0.00377583,0.977514373,-0.004329761,0.988290694,-0.009052324,0.967390772,-0.012597751,0.988645546,siUPF1-Destab
TRIM33,-0.001492848,0.863630827,-0.002208221,0.894887749,-0.002452863,0.864924637,-0.003994816,0.874640014,siUPF1-Destab
TRIM35,-0.002839577,0.964989564,-0.003227248,0.955846642,-0.005663026,0.942597123,-0.006781686,0.940381753,siUPF1-Destab
TRIM52,-0.002572403,0.878932695,-0.003227494,0.880148293,-0.005022929,0.900950371,-0.006985919,0.91183494,siUPF1-Destab
TRIM59,-0.0025688,0.983131368,-0.003315058,0.988111194,-0.004914136,0.971700181,-0.007309621,0.977850569,siUPF1-Destab
TRIM6,-0.002241984,0.954490715,-0.0027412,0.903712996,-0.004091374,0.944744501,-0.005268542,0.8963785,siUPF1-Destab
TRIM62,-0.002951327,0.834567837,-0.003360343,0.921268611,-0.006223712,0.814375476,-0.007327303,0.943288999,siUPF1-Destab
TRIP11,-0.003573215,0.7605231,-0.004306804,0.976056064,-0.00779928,0.821743115,-0.011744226,0.945088177,siUPF1-Destab
TRMT10C,-0.002687362,0.955047784,-0.003641047,0.949474321,-0.005206323,0.944229569,-0.008214677,0.93410217,siUPF1-Destab
TRMT12,-0.003717683,0.96316544,-0.004146049,0.98518042,-0.008599568,0.944347179,-0.010762665,0.949665253,siUPF1-Destab
TRMT5,-0.00350666,0.96970748,-0.003811657,0.991314356,-0.007786166,0.951748683,-0.009218672,0.965235914,siUPF1-Destab
TROVE2,-0.001445999,0.804299409,-0.002572948,0.959149869,-0.00241703,0.786176625,-0.004936663,0.953333118,siUPF1-Destab
TRPC4,-0.002411875,0.776721258,-0.003138762,0.976309281,-0.004349337,0.791606138,-0.006601804,0.964709857,siUPF1-Destab
TRUB1,-0.001230443,0.869503508,-0.002378179,0.958374329,-0.001986254,0.882087313,-0.00448856,0.949149638,siUPF1-Destab
TSC1,-0.001663485,0.84466915,-0.002857537,0.844820058,-0.002810079,0.84632034,-0.005620518,0.825244156,siUPF1-Destab
TSC22D2,-0.003635091,0.940987573,-0.003896736,0.932243426,-0.008893044,0.983187288,-0.010265648,0.985563257,siUPF1-Destab
TSHZ3,-0.003716707,0.967736144,-0.003992833,0.967790211,-0.009065988,0.966999555,-0.010425247,0.983922939,siUPF1-Destab
TSPY26P,-0.003812899,0.889154054,-0.004623071,0.958155972,-0.009848957,0.857526807,-0.014188326,0.887614664,siUPF1-Destab
TSPYL5,-0.003366105,0.87151402,-0.003946793,0.956184075,-0.007433486,0.877832686,-0.009611177,0.939730811,siUPF1-Destab
TSSK6,-0.003734752,0.769447961,-0.004761518,0.949582763,-0.008910459,0.836034552,-0.016019155,0.957688239,siUPF1-Destab
TSTD2,-0.000802311,0.887008171,-0.001800441,0.910418199,-0.001250006,0.877612635,-0.003066924,0.909087214,siUPF1-Destab
TTBK2,-0.003388201,0.876988884,-0.003951142,0.87562122,-0.00709254,0.882454155,-0.009242721,0.875585153,siUPF1-Destab
TTC28,-0.001670062,0.70241107,-0.002721218,0.912154919,-0.002843791,0.719296632,-0.005323837,0.926633648,siUPF1-Destab
TTC30B,-0.002680426,0.947907688,-0.004118089,0.965847786,-0.005246893,0.936779101,-0.011141204,0.879371477,siUPF1-Destab
TTC33,-0.001331337,0.752339173,-0.00214206,0.917611348,-0.002151384,0.759887235,-0.003951989,0.922062232,siUPF1-Destab
TTC5,-0.001934905,0.932792458,-0.002518781,0.995632948,-0.003454862,0.928659609,-0.004823938,0.987140559,siUPF1-Destab
TTC9,-0.002851006,0.863887356,-0.003263085,0.897738757,-0.006074044,0.879368349,-0.007446788,0.964421787,siUPF1-Destab
TTF1,-0.002269024,0.983624105,-0.002947536,0.973091697,-0.004160146,0.973982623,-0.006142803,0.939976886,siUPF1-Destab
TTN,-0.002756497,0.753658659,-0.003735691,0.869180786,-0.005668589,0.702892741,-0.008559218,0.856888243,siUPF1-Destab
TTPAL,-0.001453268,0.860681927,-0.002683718,0.927687095,-0.002401048,0.877149122,-0.005134343,0.919858395,siUPF1-Destab
TUBD1,-0.000981258,0.799045766,-0.002457975,0.967744146,-0.001559211,0.820186946,-0.004643054,0.955743891,siUPF1-Destab
TUBGCP3,-0.001072538,0.774203585,-0.001913707,0.905524168,-0.00172785,0.750193758,-0.003401123,0.882514062,siUPF1-Destab
TULP4,-0.00268989,0.908974474,-0.003331039,0.960943837,-0.005406008,0.899275948,-0.007293675,0.951065353,siUPF1-Destab
TUT1,-0.002874938,0.880516693,-0.003319665,0.955946806,-0.005913496,0.839095511,-0.007214398,0.958811199,siUPF1-Destab
TWISTNB,-0.001244743,0.919333436,-0.002315404,0.880850169,-0.002007303,0.922507487,-0.00419185,0.87900523,siUPF1-Destab
TXLNA,-0.001771047,0.962200122,-0.002339129,0.90392643,-0.003088013,0.95928479,-0.004314862,0.896810492,siUPF1-Destab
TYW1,-0.000517934,0.922788723,-0.000979201,0.802034523,-0.000780529,0.92932037,-0.001561309,0.817056377,siUPF1-Destab
UBAP1,-0.001656584,0.982546012,-0.002465256,0.986070028,-0.002811705,0.974321919,-0.004650416,0.973641766,siUPF1-Destab
UBASH3B,-0.002838214,0.891159209,-0.003358674,0.940532723,-0.005539797,0.884602993,-0.007149956,0.927450739,siUPF1-Destab
UBE2O,-0.002308118,0.932240597,-0.002779379,0.96048691,-0.004233215,0.925055591,-0.00544985,0.947259779,siUPF1-Destab
UBE2W,-0.001739314,0.745144282,-0.002995295,0.878010062,-0.003063208,0.767434574,-0.00645887,0.947689544,siUPF1-Destab
UBE3A,-0.001482789,0.890883539,-0.002015348,0.924008643,-0.002484168,0.87557643,-0.003542371,0.917348143,siUPF1-Destab
UBIAD1,-0.003333725,0.927761275,-0.003689373,0.962114659,-0.007126061,0.907455237,-0.008532826,0.940462391,siUPF1-Destab
UBL3,-0.00092157,0.941216099,-0.00185272,0.921290151,-0.001449692,0.949297506,-0.003228224,0.901033161,siUPF1-Destab
UBN2,-0.003127329,0.977560834,-0.003936313,0.95172975,-0.006777054,0.994242132,-0.00992485,0.937092883,siUPF1-Destab
UBOX5,-0.004067441,0.837791375,-0.004489288,0.977693233,-0.010364731,0.843181348,-0.012897893,0.956496416,siUPF1-Destab
UBR3,-0.000813712,0.823626672,-0.002791712,0.940049796,-0.001266429,0.829183033,-0.005701983,0.895160703,siUPF1-Destab
UBTD2,-0.002227211,0.982199658,-0.002950625,0.949747757,-0.00407082,0.973960712,-0.005961783,0.940689234,siUPF1-Destab
UGCG,-0.001970104,0.981822546,-0.002705296,0.966167089,-0.003493004,0.979429228,-0.005265105,0.957571558,siUPF1-Destab
UHMK1,-0.001379543,0.721113149,-0.002666005,0.976296755,-0.002300061,0.762668872,-0.005319262,0.978931514,siUPF1-Destab
UHRF1,-0.001385988,0.878393334,-0.001763597,0.8632598,-0.002301636,0.864453987,-0.00300207,0.871140089,siUPF1-Destab
UMPS,-0.000726455,0.79733842,-0.001785808,0.962718545,-0.00111241,0.803586888,-0.003062921,0.955200416,siUPF1-Destab
UNC5D,-0.001242901,0.806401113,-0.002119505,0.875026939,-0.001992493,0.81722636,-0.003773524,0.85818268,siUPF1-Destab
URB2,-0.001981248,0.984293738,-0.003486496,0.984133094,-0.003518606,0.980771955,-0.007813864,0.963593106,siUPF1-Destab
USP1,-0.00192958,0.891495214,-0.002570966,0.897338012,-0.003375251,0.889761245,-0.004809137,0.899106733,siUPF1-Destab
USP12,-0.001772575,0.909148589,-0.002460057,0.878358051,-0.003051148,0.903832475,-0.004552593,0.872047311,siUPF1-Destab
USP13,-0.001189108,0.816457073,-0.002041649,0.991514657,-0.001897269,0.820053451,-0.003645732,0.983682044,siUPF1-Destab
USP16,-0.001245008,0.825236442,-0.002208715,0.909015753,-0.002016436,0.823379265,-0.004049691,0.87880975,siUPF1-Destab
USP2,-0.005190025,0.922470413,-0.005062034,0.865493747,-0.018113991,0.907086372,-0.020433251,0.932462139,siUPF1-Destab
USP25,-0.001697507,0.806019407,-0.002080551,0.854254231,-0.002845145,0.812743589,-0.00372312,0.832108979,siUPF1-Destab
USP27X,-0.004584977,0.966282882,-0.004718975,0.987719555,-0.014649141,0.983476397,-0.0161745,0.942359528,siUPF1-Destab
USP3,-0.002248874,0.727206875,-0.002837572,0.887543642,-0.004169778,0.710259905,-0.00590591,0.940141212,siUPF1-Destab
USP30,-0.003451636,0.827989625,-0.00393625,0.895212756,-0.007838116,0.806875985,-0.009807927,0.934029355,siUPF1-Destab
USP32P1,-0.001318383,0.743791553,-0.002341754,0.906676418,-0.002142852,0.731735155,-0.004427443,0.853648339,siUPF1-Destab
USP32P2,-0.001310395,0.892617045,-0.002266042,0.951649921,-0.002117532,0.88757894,-0.004181401,0.924687411,siUPF1-Destab
USP37,-0.003366411,0.968199278,-0.003983424,0.960966864,-0.007698704,0.987295135,-0.010744449,0.958909404,siUPF1-Destab
USP38,-0.004917692,0.997554907,-0.005044664,0.953516414,-0.017240046,0.963163959,-0.021318589,0.975978577,siUPF1-Destab
USP43,-0.003431005,0.935588018,-0.004065691,0.993000406,-0.007856337,0.887856398,-0.010453639,0.970552925,siUPF1-Destab
USP46,-0.000631591,0.845580558,-0.001654599,0.950115277,-0.00095544,0.859135479,-0.002800339,0.940873503,siUPF1-Destab
USP47,-0.003074805,0.955149135,-0.003719417,0.925156138,-0.006297105,0.935771539,-0.008665585,0.871099629,siUPF1-Destab
USP51,-0.004419096,0.976005205,-0.004891495,0.99554929,-0.013429279,0.994670355,-0.017493058,0.972245129,siUPF1-Destab
USP6,-0.000994748,0.926519454,-0.001880579,0.944813792,-0.001561236,0.923154415,-0.003285274,0.92456344,siUPF1-Destab
USP6NL,-0.002371839,0.954395172,-0.002847855,0.969701559,-0.00449068,0.966729678,-0.005791655,0.967680096,siUPF1-Destab
USPL1,-0.002996025,0.949965231,-0.003786376,0.945334216,-0.006389808,0.983192258,-0.009628397,0.964205889,siUPF1-Destab
UST,-0.001500307,0.813488643,-0.002024857,0.95212686,-0.002451994,0.822512081,-0.003573993,0.940503976,siUPF1-Destab
UTP14C,-0.002337717,0.972378919,-0.002795224,0.950751944,-0.00432638,0.960464903,-0.005533756,0.920002995,siUPF1-Destab
UTP15,-0.002203361,0.978221327,-0.003568161,0.994851403,-0.004026294,0.97625783,-0.008207323,0.97316041,siUPF1-Destab
UTP23,-0.00449742,0.976046832,-0.004782974,0.997104864,-0.013038991,0.951356068,-0.015780065,0.960597825,siUPF1-Destab
UTP3,-0.000935222,0.810868396,-0.002019402,0.913026681,-0.001457841,0.826073185,-0.003533444,0.907807471,siUPF1-Destab
